algorithm,dataset,n,k,d,i,ari,obj,t
gmm_shrunk,glass,214,6,9,1,0.282585568,0.714065734,0.001985951
gmm_ms_shrunk,glass,214,6,9,1,0.246845201,1.845137727,1.772735412
gmm_rs_shrunk,glass,214,6,9,1,0.271134794,2.085331763,0.900588816
gmm_hg_shrunk,glass,214,6,9,1,0.269284766,2.207093595,0.972462155
kmeans,glass,214,6,9,2,0.202219822,380.6695302,0.000866608
kmeans_hg,glass,214,6,9,2,0.25521336,336.0605389,0.111700968
gmm,glass,214,6,9,2,0.218242755,9.555416461,0.003785819
gmm_ms,glass,214,6,9,2,0.031973009,34.8536586,50.96147514
gmm_rs,glass,214,6,9,2,0.24409129,11.07025873,1.317859841
gmm_hg,glass,214,6,9,2,-0.015445588,34.00795411,61.70509442
gmm_shrunk,glass,214,6,9,2,0.248761796,1.03322021,0.001609996
gmm_ms_shrunk,glass,214,6,9,2,0.260431085,1.683591511,1.87939648
gmm_rs_shrunk,glass,214,6,9,2,0.258157114,2.196184782,0.898902352
gmm_hg_shrunk,glass,214,6,9,2,0.269284766,2.207329797,1.025055178
kmeans,glass,214,6,9,3,0.254450772,379.7159864,0.000931703
kmeans_hg,glass,214,6,9,3,0.270194544,336.2686499,0.110653306
gmm,glass,214,6,9,3,0.275837296,10.44206611,0.004248739
gmm_ms,glass,214,6,9,3,0.09785765,136.0711206,33.38299755
gmm_rs,glass,214,6,9,3,0.195347234,12.06329902,5.635781347
gmm_hg,glass,214,6,9,3,-0.005740433,32.4956807,92.07667602
gmm_shrunk,glass,214,6,9,3,0.206417956,1.066876842,0.004949025
gmm_ms_shrunk,glass,214,6,9,3,0.244526396,1.85760381,1.662912314
gmm_rs_shrunk,glass,214,6,9,3,0.269284766,2.207364382,0.917966596
gmm_hg_shrunk,glass,214,6,9,3,0.247101279,2.331089583,0.959542467
kmeans,glass,214,6,9,4,0.241086817,381.3375857,0.001349283
kmeans_hg,glass,214,6,9,4,0.270194544,336.2686499,0.095863311
gmm,glass,214,6,9,4,0.206164976,11.21161599,0.004720783
gmm_ms,glass,214,6,9,4,0.033269955,33.9763863,53.89810304
gmm_rs,glass,214,6,9,4,0.212935707,11.21894369,0.477244696
gmm_hg,glass,214,6,9,4,0.006257262,40.72025064,12.08102408
gmm_shrunk,glass,214,6,9,4,0.248300168,1.172338154,0.005204962
gmm_ms_shrunk,glass,214,6,9,4,0.248480801,1.632552626,2.045332403
gmm_rs_shrunk,glass,214,6,9,4,0.231010967,1.70000747,1.547643762
gmm_hg_shrunk,glass,214,6,9,4,0.27178761,2.010986713,0.610479909
kmeans,glass,214,6,9,5,0.236138614,381.8544282,0.000666363
kmeans_hg,glass,214,6,9,5,0.270194544,336.2686499,0.10086545
gmm,glass,214,6,9,5,0.248203209,11.55473498,0.028240408
gmm_ms,glass,214,6,9,5,-0.013003282,29.83234744,67.70767583
gmm_rs,glass,214,6,9,5,0.189397622,12.36773816,431.7350835
gmm_hg,glass,214,6,9,5,0.152014117,15.00279357,111.444503
gmm_shrunk,glass,214,6,9,5,0.241569098,1.303063307,0.003738421
gmm_ms_shrunk,glass,214,6,9,5,0.27564468,1.628036881,1.646577265
gmm_rs_shrunk,glass,214,6,9,5,0.269284766,2.207095301,0.242975142
gmm_hg_shrunk,glass,214,6,9,5,0.273487884,2.184697145,0.457386879
kmeans,glass,214,6,9,6,0.290442766,371.5993613,0.001560339
kmeans_hg,glass,214,6,9,6,0.270194544,336.2686499,0.146884322
gmm,glass,214,6,9,6,0.172013451,9.875757421,0.00504386
gmm_ms,glass,214,6,9,6,0.015104725,35.09011507,77.15746728
gmm_rs,glass,214,6,9,6,0.237450901,11.40643109,541.8748283
gmm_hg,glass,214,6,9,6,0.012118717,40.28665931,7.993122885
gmm_shrunk,glass,214,6,9,6,0.266869644,1.283850749,0.003174997
gmm_ms_shrunk,glass,214,6,9,6,0.269953184,1.778325577,1.876532188
gmm_rs_shrunk,glass,214,6,9,6,0.269284766,2.207364382,0.678049399
gmm_hg_shrunk,glass,214,6,9,6,0.269284766,2.20707894,0.88122503
kmeans,glass,214,6,9,7,0.273885403,336.2926334,0.00085363
kmeans_hg,glass,214,6,9,7,0.25521336,336.0605389,0.158609866
gmm,glass,214,6,9,7,0.20299757,8.497039953,0.003902057
gmm_ms,glass,214,6,9,7,0.022322593,31.78753688,49.63417741
gmm_rs,glass,214,6,9,7,0.232740145,10.8733729,1.369070306
gmm_hg,glass,214,6,9,7,0.017466268,37.57101264,8.204675571
gmm_shrunk,glass,214,6,9,7,0.259625009,1.202087309,0.001529936
gmm_ms_shrunk,glass,214,6,9,7,0.265180181,1.850550347,2.056186202
gmm_rs_shrunk,glass,214,6,9,7,0.269230229,2.146745074,0.406015071
gmm_hg_shrunk,glass,214,6,9,7,0.273487884,2.184654003,0.589548774
kmeans,glass,214,6,9,8,0.194726204,566.2473386,0.000409892
kmeans_hg,glass,214,6,9,8,0.270194544,336.2686499,0.099226107
gmm,glass,214,6,9,8,0.186702552,10.16514793,0.891649895
gmm_ms,glass,214,6,9,8,0.044666028,39.57207297,63.41947659
gmm_rs,glass,214,6,9,8,0.159331761,12.09021683,69.43865637
gmm_hg,glass,214,6,9,8,0.018226775,33.44439512,214.6457773
gmm_shrunk,glass,214,6,9,8,0.259348233,0.936716977,0.003841091
gmm_ms_shrunk,glass,214,6,9,8,0.271727811,1.716320354,1.538151338
gmm_rs_shrunk,glass,214,6,9,8,0.272627501,2.094132145,0.390386581
gmm_hg_shrunk,glass,214,6,9,8,0.269284766,2.207045672,0.719430352
kmeans,glass,214,6,9,9,0.191411177,563.5440352,0.000978791
kmeans_hg,glass,214,6,9,9,0.270194544,336.2686499,0.139574431
gmm,glass,214,6,9,9,0.174473802,9.875753121,0.007837693
gmm_ms,glass,214,6,9,9,0.040636714,37.33462219,61.57235127
gmm_rs,glass,214,6,9,9,0.235894049,11.11221387,1.136755134
gmm_hg,glass,214,6,9,9,0.005385839,38.45705644,33.34510039
gmm_shrunk,glass,214,6,9,9,0.203162624,1.297094973,0.003358461
gmm_ms_shrunk,glass,214,6,9,9,0.258405335,1.732291561,1.963630284
gmm_rs_shrunk,glass,214,6,9,9,0.222075665,2.356175181,0.906983951
gmm_hg_shrunk,glass,214,6,9,9,0.269284766,2.207364359,0.733045956
kmeans,glass,214,6,9,10,0.24600514,381.8188556,0.000897342
kmeans_hg,glass,214,6,9,10,0.25521336,336.0605389,0.140000432
gmm,glass,214,6,9,10,0.25506165,9.703071515,0.004796984
gmm_ms,glass,214,6,9,10,-0.004029959,40.40798936,48.20983104
gmm_rs,glass,214,6,9,10,0.237085686,11.04497521,1.239989677
gmm_hg,glass,214,6,9,10,0.023673142,31.98509978,49.75910903
gmm_shrunk,glass,214,6,9,10,0.246288532,1.633804182,0.00452631
gmm_ms_shrunk,glass,214,6,9,10,0.246288532,1.633804182,1.976889738
gmm_rs_shrunk,glass,214,6,9,10,0.273487884,2.184653344,0.489366397
gmm_hg_shrunk,glass,214,6,9,10,0.269284766,2.207192568,0.947267881
kmeans,scadi,70,7,141,1,0.433465338,995.7742063,0.001051119
kmeans_hg,scadi,70,7,141,1,0.306859546,891.3547619,0.177789927
gmm,scadi,70,7,141,1,0.336607058,758.9575104,0.08586251
gmm_ms,scadi,70,7,141,1,0.24640853,774.6062474,34.85068204
gmm_rs,scadi,70,7,141,1,0.336607058,758.9575104,9.469026129
gmm_hg,scadi,70,7,141,1,0.235772611,775.2431952,47.79162881
gmm_shrunk,scadi,70,7,141,1,0.336607058,156.9200422,0.019176183
gmm_ms_shrunk,scadi,70,7,141,1,0.298235521,173.8932797,8.316357716
gmm_rs_shrunk,scadi,70,7,141,1,0.233883684,159.4713442,6.875259377
gmm_hg_shrunk,scadi,70,7,141,1,0.282429557,171.7660279,8.169935031
kmeans,scadi,70,7,141,2,0.282450127,956.654085,0.001039509
kmeans_hg,scadi,70,7,141,2,0.314477598,891.1418498,0.13205147
gmm,scadi,70,7,141,2,0.187890922,764.8760503,0.071783396
gmm_ms,scadi,70,7,141,2,0.364948653,773.6562182,28.14126169
gmm_rs,scadi,70,7,141,2,0.187890922,764.8760503,7.501547319
gmm_hg,scadi,70,7,141,2,0.19094957,775.2143082,28.46728956
gmm_shrunk,scadi,70,7,141,2,0.187890922,157.4806985,0.022832026
gmm_ms_shrunk,scadi,70,7,141,2,0.270769007,173.1834991,7.885940558
gmm_rs_shrunk,scadi,70,7,141,2,0.169005965,166.4065139,16.54306326
gmm_hg_shrunk,scadi,70,7,141,2,0.380550119,173.3359941,12.18091781
kmeans,scadi,70,7,141,3,0.392656133,937.4230159,0.00074895
kmeans_hg,scadi,70,7,141,3,0.305213775,891.1894689,0.098212546
gmm,scadi,70,7,141,3,0.388013891,759.1688314,0.07290709
gmm_ms,scadi,70,7,141,3,0.26890028,774.0583042,28.33065189
gmm_rs,scadi,70,7,141,3,0.388013891,759.1688314,7.67514863
gmm_hg,scadi,70,7,141,3,0.260025477,775.0037566,18.15082487
gmm_shrunk,scadi,70,7,141,3,0.388013891,157.8744014,0.018719243
gmm_ms_shrunk,scadi,70,7,141,3,0.246033114,172.2904313,7.529583376
gmm_rs_shrunk,scadi,70,7,141,3,0.334347395,166.230537,12.23683652
gmm_hg_shrunk,scadi,70,7,141,3,0.258614896,172.3529117,15.14239726
kmeans,scadi,70,7,141,4,0.21970101,951.5833333,0.000700134
kmeans_hg,scadi,70,7,141,4,0.316983546,890.9797619,0.108573163
gmm,scadi,70,7,141,4,0.192593539,763.8764482,0.074578087
gmm_ms,scadi,70,7,141,4,0.310073322,774.4980959,25.56869589
gmm_rs,scadi,70,7,141,4,0.192593539,763.8764482,7.157209637
gmm_hg,scadi,70,7,141,4,0.36939412,774.8323623,19.59754506
gmm_shrunk,scadi,70,7,141,4,0.192593539,159.1998755,0.020401948
gmm_ms_shrunk,scadi,70,7,141,4,0.394808721,171.7967016,7.206479988
gmm_rs_shrunk,scadi,70,7,141,4,0.274382114,162.5994854,3.994978946
gmm_hg_shrunk,scadi,70,7,141,4,0.465514079,173.4750176,5.941605346
kmeans,scadi,70,7,141,5,0.332840905,1111.798777,0.000728697
kmeans_hg,scadi,70,7,141,5,0.314477598,891.1418498,0.128875962
gmm,scadi,70,7,141,5,0.502661395,719.0807064,0.060825671
gmm_ms,scadi,70,7,141,5,0.287701214,774.5094342,24.68506157
gmm_rs,scadi,70,7,141,5,0.502661395,719.0807064,6.882892587
gmm_hg,scadi,70,7,141,5,0.259914526,775.5040722,22.59165661
gmm_shrunk,scadi,70,7,141,5,0.502661395,140.2134992,0.016478699
gmm_ms_shrunk,scadi,70,7,141,5,0.277455507,171.4837303,7.091642648
gmm_rs_shrunk,scadi,70,7,141,5,0.36100494,164.2775156,22.43763119
gmm_hg_shrunk,scadi,70,7,141,5,0.351594451,171.5653929,6.032594313
kmeans,scadi,70,7,141,6,0.229140775,978.554329,0.001020424
kmeans_hg,scadi,70,7,141,6,0.306859546,891.3547619,0.205421038
gmm,scadi,70,7,141,6,0.163134088,760.9078293,0.067603652
gmm_ms,scadi,70,7,141,6,0.297137318,775.2451451,26.84767603
gmm_rs,scadi,70,7,141,6,0.163134088,760.9078293,5.9608103
gmm_hg,scadi,70,7,141,6,0.184215528,774.7844714,23.47967351
gmm_shrunk,scadi,70,7,141,6,0.163134088,156.6630772,0.027096124
gmm_ms_shrunk,scadi,70,7,141,6,0.281628376,173.7330619,8.208598989
gmm_rs_shrunk,scadi,70,7,141,6,0.334436696,166.5718122,6.482638293
gmm_hg_shrunk,scadi,70,7,141,6,0.257716558,171.8242094,18.54831997
kmeans,scadi,70,7,141,7,0.196592284,997.2903846,0.000572125
kmeans_hg,scadi,70,7,141,7,0.332821158,894.3059524,0.092839694
gmm,scadi,70,7,141,7,0.140131373,759.5223707,0.065479275
gmm_ms,scadi,70,7,141,7,0.272962094,775.3126863,30.6808544
gmm_rs,scadi,70,7,141,7,0.140131373,759.5223707,8.841346574
gmm_hg,scadi,70,7,141,7,0.231399849,775.8488756,17.69941341
gmm_shrunk,scadi,70,7,141,7,0.140131373,163.3476238,0.020800881
gmm_ms_shrunk,scadi,70,7,141,7,0.30527764,173.2698983,8.178823059
gmm_rs_shrunk,scadi,70,7,141,7,0.335793787,168.5122844,13.20969716
gmm_hg_shrunk,scadi,70,7,141,7,0.272962094,172.2228905,5.376300453
kmeans,scadi,70,7,141,8,0.312048096,974.7291667,0.000561075
kmeans_hg,scadi,70,7,141,8,0.314477598,891.1418498,0.09062058
gmm,scadi,70,7,141,8,0.31947342,760.0376819,0.047837992
gmm_ms,scadi,70,7,141,8,0.275549418,775.5427914,19.56011784
gmm_rs,scadi,70,7,141,8,0.31947342,760.0376819,5.377832686
gmm_hg,scadi,70,7,141,8,0.272875742,775.7995591,16.37915307
gmm_shrunk,scadi,70,7,141,8,0.31947342,163.978913,0.017419921
gmm_ms_shrunk,scadi,70,7,141,8,0.257163751,173.3500606,7.364092712
gmm_rs_shrunk,scadi,70,7,141,8,0.242990991,173.4428468,11.89215073
gmm_hg_shrunk,scadi,70,7,141,8,0.366167654,166.9362633,4.770496001
kmeans,scadi,70,7,141,9,0.341623141,988.0848485,0.001163577
kmeans_hg,scadi,70,7,141,9,0.316983546,890.9797619,0.208324768
gmm,scadi,70,7,141,9,0.238725906,752.5263856,0.089991875
gmm_ms,scadi,70,7,141,9,0.269635665,774.8536338,35.82998948
gmm_rs,scadi,70,7,141,9,0.238725906,752.5263856,9.702618326
gmm_hg,scadi,70,7,141,9,0.252388741,774.6121623,16.44038506
gmm_shrunk,scadi,70,7,141,9,0.238725906,155.8309395,0.021007568
gmm_ms_shrunk,scadi,70,7,141,9,0.256935071,171.6766766,8.896919687
gmm_rs_shrunk,scadi,70,7,141,9,0.306916389,162.1318556,12.00129424
gmm_hg_shrunk,scadi,70,7,141,9,0.400470897,173.0820649,16.37459068
kmeans,scadi,70,7,141,10,0.295631014,962.3638889,0.000901988
kmeans_hg,scadi,70,7,141,10,0.305213775,891.1894689,0.143472741
gmm,scadi,70,7,141,10,0.158774844,759.5943867,0.077050089
gmm_ms,scadi,70,7,141,10,0.329839691,774.4130533,29.62946684
gmm_rs,scadi,70,7,141,10,0.158774844,759.5943867,8.160877351
gmm_hg,scadi,70,7,141,10,0.275467986,775.7987695,28.35207072
gmm_shrunk,scadi,70,7,141,10,0.158774844,153.0312601,0.021494321
gmm_ms_shrunk,scadi,70,7,141,10,0.292363636,174.1792424,8.10785841
gmm_rs_shrunk,scadi,70,7,141,10,0.157766355,157.4800403,7.690548017
gmm_hg_shrunk,scadi,70,7,141,10,0.385136698,171.6811936,10.7599756
kmeans,waveform,5000,3,21,1,0.253627266,133119.2355,0.039803872
kmeans_hg,waveform,5000,3,21,1,0.253627266,133119.2355,15.1842113
gmm,waveform,5000,3,21,1,0.578030204,-31.94030021,0.170374024
gmm_ms,waveform,5000,3,21,1,0.582365284,-31.93832971,64.53926213
gmm_rs,waveform,5000,3,21,1,0.572744075,-31.93870202,23.84794467
gmm_hg,waveform,5000,3,21,1,0.572694888,-31.93873358,15.73392997
gmm_shrunk,waveform,5000,3,21,1,0.565259706,-31.97364917,0.124379347
gmm_ms_shrunk,waveform,5000,3,21,1,0.582180909,-31.96667132,68.53666023
gmm_rs_shrunk,waveform,5000,3,21,1,0.584090323,-31.96650909,19.95458754
gmm_hg_shrunk,waveform,5000,3,21,1,0.585109361,-31.96658248,33.84448575
kmeans,waveform,5000,3,21,2,0.253627266,133119.2355,0.048600514
kmeans_hg,waveform,5000,3,21,2,0.253627266,133119.2355,12.35867049
gmm,waveform,5000,3,21,2,0.573985341,-31.93888933,0.230059316
gmm_ms,waveform,5000,3,21,2,0.573543275,-31.93840784,50.9928011
gmm_rs,waveform,5000,3,21,2,0.573029982,-31.9387472,17.63735835
gmm_hg,waveform,5000,3,21,2,0.574473395,-31.93869218,17.115729
gmm_shrunk,waveform,5000,3,21,2,0.585975117,-31.96704638,0.113673018
gmm_ms_shrunk,waveform,5000,3,21,2,0.586160706,-31.96658569,55.46877966
gmm_rs_shrunk,waveform,5000,3,21,2,0.584391518,-31.96652297,46.94609756
gmm_hg_shrunk,waveform,5000,3,21,2,0.584511419,-31.96648715,33.29216761
kmeans,waveform,5000,3,21,3,0.253627266,133119.2355,0.052113349
kmeans_hg,waveform,5000,3,21,3,0.253627266,133119.2355,14.98132266
gmm,waveform,5000,3,21,3,0.573777288,-31.93970725,0.14590529
gmm_ms,waveform,5000,3,21,3,0.576286039,-31.93849541,53.17837846
gmm_rs,waveform,5000,3,21,3,0.580497442,-31.93855276,10.59677279
gmm_hg,waveform,5000,3,21,3,0.573096844,-31.93869985,21.96046823
gmm_shrunk,waveform,5000,3,21,3,0.583449749,-31.96824914,0.094381879
gmm_ms_shrunk,waveform,5000,3,21,3,0.584434747,-31.96663684,55.98037666
gmm_rs_shrunk,waveform,5000,3,21,3,0.584716288,-31.96651625,27.39544758
gmm_hg_shrunk,waveform,5000,3,21,3,0.584091461,-31.96649642,48.30817296
kmeans,waveform,5000,3,21,4,0.253627266,133119.2355,0.060130016
kmeans_hg,waveform,5000,3,21,4,0.253627266,133119.2355,12.28260347
gmm,waveform,5000,3,21,4,0.57741734,-31.94050807,0.538725771
gmm_ms,waveform,5000,3,21,4,0.579688565,-31.93826743,46.99668236
gmm_rs,waveform,5000,3,21,4,0.5725638,-31.93869846,18.19456933
gmm_hg,waveform,5000,3,21,4,0.580400241,-31.93854943,27.38951211
gmm_shrunk,waveform,5000,3,21,4,0.56312946,-31.97380625,0.215244477
gmm_ms_shrunk,waveform,5000,3,21,4,0.583984024,-31.9667376,49.21545882
gmm_rs_shrunk,waveform,5000,3,21,4,0.585107038,-31.96661409,17.5106218
gmm_hg_shrunk,waveform,5000,3,21,4,0.585617514,-31.96648465,23.17329611
kmeans,waveform,5000,3,21,5,0.253627266,133119.2355,0.071826528
kmeans_hg,waveform,5000,3,21,5,0.253627266,133119.2355,13.53025631
gmm,waveform,5000,3,21,5,0.57143387,-31.94046334,0.249267846
gmm_ms,waveform,5000,3,21,5,0.572000658,-31.93851317,46.42539567
gmm_rs,waveform,5000,3,21,5,0.578163257,-31.93853181,9.720641581
gmm_hg,waveform,5000,3,21,5,0.577399606,-31.93860634,17.14075549
gmm_shrunk,waveform,5000,3,21,5,0.563051187,-31.97147551,0.077962203
gmm_ms_shrunk,waveform,5000,3,21,5,0.585429546,-31.96672657,49.41180325
gmm_rs_shrunk,waveform,5000,3,21,5,0.583672442,-31.96650999,16.40593305
gmm_hg_shrunk,waveform,5000,3,21,5,0.584127447,-31.96666598,18.16965308
kmeans,waveform,5000,3,21,6,0.253627266,133119.2355,0.059847844
kmeans_hg,waveform,5000,3,21,6,0.253627266,133119.2355,15.42693247
gmm,waveform,5000,3,21,6,0.569746547,-31.94078791,0.291350603
gmm_ms,waveform,5000,3,21,6,0.57296809,-31.93859213,48.10845686
gmm_rs,waveform,5000,3,21,6,0.57827648,-31.93850509,17.99570145
gmm_hg,waveform,5000,3,21,6,0.572160061,-31.93868479,16.20891653
gmm_shrunk,waveform,5000,3,21,6,0.259467497,-32.08561306,0.093952754
gmm_ms_shrunk,waveform,5000,3,21,6,0.585906043,-31.96639081,52.87741389
gmm_rs_shrunk,waveform,5000,3,21,6,0.584081138,-31.96654633,14.73917938
gmm_hg_shrunk,waveform,5000,3,21,6,0.582828785,-31.96647095,28.14784602
kmeans,waveform,5000,3,21,7,0.253627266,133119.2355,0.102190815
kmeans_hg,waveform,5000,3,21,7,0.253627266,133119.2355,16.57543589
gmm,waveform,5000,3,21,7,0.576943518,-31.93842039,0.492994004
gmm_ms,waveform,5000,3,21,7,0.574290971,-31.93834763,69.02855346
gmm_rs,waveform,5000,3,21,7,0.576943518,-31.93842039,13.08578893
gmm_hg,waveform,5000,3,21,7,0.576943518,-31.93842039,16.60897963
gmm_shrunk,waveform,5000,3,21,7,0.305581214,-32.12827444,0.203355442
gmm_ms_shrunk,waveform,5000,3,21,7,0.585878679,-31.96664898,66.8938999
gmm_rs_shrunk,waveform,5000,3,21,7,0.585629129,-31.96658489,20.17115901
gmm_hg_shrunk,waveform,5000,3,21,7,0.585031906,-31.96646328,20.23923424
kmeans,waveform,5000,3,21,8,0.253627266,133119.2355,0.048731039
kmeans_hg,waveform,5000,3,21,8,0.253627266,133119.2355,12.4235122
gmm,waveform,5000,3,21,8,0.570361919,-31.94040547,0.347078658
gmm_ms,waveform,5000,3,21,8,0.581833975,-31.93818158,47.1393739
gmm_rs,waveform,5000,3,21,8,0.572604425,-31.93870699,18.03149345
gmm_hg,waveform,5000,3,21,8,0.574325431,-31.93868764,21.36625238
gmm_shrunk,waveform,5000,3,21,8,0.561670993,-31.97301766,0.160615284
gmm_ms_shrunk,waveform,5000,3,21,8,0.586456914,-31.966619,50.71881599
gmm_rs_shrunk,waveform,5000,3,21,8,0.583344594,-31.9665256,14.94926953
gmm_hg_shrunk,waveform,5000,3,21,8,0.583544976,-31.96654552,30.10942583
kmeans,waveform,5000,3,21,9,0.253627266,133119.2355,0.246618285
kmeans_hg,waveform,5000,3,21,9,0.253627266,133119.2355,15.83490492
gmm,waveform,5000,3,21,9,0.58561842,-31.93835621,0.099185386
gmm_ms,waveform,5000,3,21,9,0.581784252,-31.9383123,62.867667
gmm_rs,waveform,5000,3,21,9,0.58561842,-31.93835621,11.55934506
gmm_hg,waveform,5000,3,21,9,0.58561842,-31.93835621,15.38758967
gmm_shrunk,waveform,5000,3,21,9,0.587106927,-31.96791633,0.085127117
gmm_ms_shrunk,waveform,5000,3,21,9,0.585256576,-31.96669726,67.85347404
gmm_rs_shrunk,waveform,5000,3,21,9,0.586042531,-31.96649767,20.8226852
gmm_hg_shrunk,waveform,5000,3,21,9,0.583466174,-31.9665814,23.80502553
kmeans,waveform,5000,3,21,10,0.253627266,133119.2355,0.048911256
kmeans_hg,waveform,5000,3,21,10,0.253627266,133119.2355,14.42768986
gmm,waveform,5000,3,21,10,0.569349051,-31.94079671,0.889267784
gmm_ms,waveform,5000,3,21,10,0.580095955,-31.93815713,71.7674166
gmm_rs,waveform,5000,3,21,10,0.578923973,-31.93865934,19.51161606
gmm_hg,waveform,5000,3,21,10,0.570844133,-31.93866645,26.73472419
gmm_shrunk,waveform,5000,3,21,10,0.253153682,-32.08767699,0.167384634
gmm_ms_shrunk,waveform,5000,3,21,10,0.587085845,-31.96666899,78.99667867
gmm_rs_shrunk,waveform,5000,3,21,10,0.583796365,-31.96652911,17.45985091
gmm_hg_shrunk,waveform,5000,3,21,10,0.584591894,-31.96650003,19.70035922
